,Student Roll Number,Student Name,No. of Courses Required,Pref 1,Pref 2,Pref 3,Pref 4,Pref 5,Pref 6,Pref 7,Pref 8,Pref 9,Pref 10,Pref 11,Pref 12,Pref 13,Pref 14,Pref 15,Pref 16,Pref 17,Pref 18,Pref 19,Pref 20,Pref 21,Pref 22,Pref 23,Pref 24,Pref 25,Pref 26,Pref 27,Pref 28,Pref 29,Pref 30
750,20110001, ,1,HS001,HS022,HS005,HS014,HS002,HS017,HS028,HS026,HS010,HS027,HS018,HS008,HS023,HS013,HS025,HS021,HS011,HS004,HS030,HS024,HS029,HS009,HS012,HS006,HS015,HS003,HS007,HS016,HS019,HS020
751,20110002, ,3,HS010,HS014,HS022,HS004,HS029,HS008,HS005,HS017,HS027,HS024,HS020,HS021,HS009,HS012,HS003,HS028,HS013,HS030,HS016,HS001,HS002,HS006,HS007,HS011,HS015,HS018,HS019,HS023,HS025,HS026
752,20110003, ,2,HS004,HS014,HS020,HS005,HS021,HS001,HS002,HS003,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS015,HS016,HS017,HS018,HS019,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
753,20110004, ,3,HS028,HS006,HS004,HS019,HS007,HS030,HS013,HS003,HS011,HS027,HS008,HS001,HS024,HS018,HS002,HS029,HS012,HS020,HS025,HS017,HS015,HS010,HS014,HS016,HS005,HS009,HS021,HS022,HS023,HS026
754,20110005, ,2,HS015,HS003,HS010,HS004,HS009,HS007,HS029,HS014,HS006,HS024,HS019,HS012,HS017,HS008,HS022,HS026,HS011,HS028,HS001,HS002,HS005,HS013,HS016,HS018,HS020,HS021,HS023,HS025,HS027,HS030
755,20110006, ,1,HS016,HS020,HS018,HS017,HS006,HS015,HS030,HS010,HS024,HS012,HS023,HS027,HS011,HS007,HS019,HS003,HS029,HS022,HS013,HS001,HS005,HS021,HS026,HS028,HS004,HS002,HS009,HS008,HS014,HS025
756,20110007, ,3,HS030,HS012,HS015,HS022,HS010,HS007,HS001,HS002,HS003,HS004,HS005,HS006,HS008,HS009,HS011,HS013,HS014,HS016,HS017,HS018,HS019,HS020,HS021,HS023,HS024,HS025,HS026,HS027,HS028,HS029
757,20110008, ,1,HS029,HS014,HS024,HS019,HS006,HS013,HS004,HS018,HS028,HS003,HS020,HS015,HS008,HS001,HS023,HS021,HS027,HS030,HS016,HS012,HS022,HS011,HS017,HS007,HS010,HS002,HS009,HS005,HS025,HS026
758,20110009, ,3,HS008,HS001,HS002,HS026,HS009,HS030,HS027,HS014,HS005,HS028,HS015,HS003,HS004,HS006,HS007,HS017,HS022,HS012,HS029,HS025,HS016,HS013,HS018,HS019,HS024,HS010,HS011,HS020,HS021,HS023
759,20110010, ,3,HS019,HS026,HS015,HS018,HS025,HS016,HS014,HS029,HS022,HS007,HS028,HS002,HS012,HS023,HS030,HS006,HS008,HS010,HS001,HS003,HS004,HS005,HS009,HS011,HS013,HS017,HS020,HS021,HS024,HS027
760,20110011, ,2,HS023,HS006,HS002,HS020,HS018,HS009,HS028,HS015,HS008,HS024,HS022,HS027,HS013,HS029,HS010,HS021,HS007,HS025,HS001,HS003,HS004,HS005,HS011,HS012,HS014,HS016,HS017,HS019,HS026,HS030
761,20110012, ,1,HS022,HS001,HS024,HS003,HS029,HS014,HS028,HS016,HS006,HS002,HS010,HS004,HS007,HS019,HS009,HS008,HS015,HS013,HS005,HS025,HS026,HS011,HS020,HS027,HS018,HS021,HS023,HS012,HS017,HS030
762,20110013, ,3,HS029,HS002,HS011,HS007,HS027,HS009,HS019,HS017,HS001,HS005,HS022,HS012,HS014,HS020,HS010,HS015,HS008,HS018,HS016,HS013,HS023,HS026,HS024,HS028,HS006,HS025,HS003,HS004,HS021,HS030
763,20110014, ,3,HS016,HS008,HS009,HS014,HS029,HS004,HS025,HS012,HS024,HS010,HS005,HS028,HS015,HS001,HS002,HS003,HS006,HS007,HS011,HS013,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS026,HS027,HS030
764,20110015, ,3,HS008,HS029,HS011,HS001,HS002,HS003,HS014,HS006,HS028,HS013,HS017,HS012,HS022,HS009,HS018,HS024,HS004,HS019,HS007,HS021,HS005,HS025,HS010,HS027,HS015,HS016,HS026,HS023,HS020,HS030
765,20110016, ,3,HS005,HS030,HS012,HS004,HS017,HS009,HS024,HS003,HS020,HS016,HS018,HS023,HS028,HS029,HS007,HS001,HS015,HS010,HS011,HS021,HS027,HS002,HS006,HS008,HS013,HS014,HS019,HS022,HS025,HS026
766,20110017, ,2,HS019,HS021,HS010,HS015,HS005,HS004,HS023,HS002,HS006,HS027,HS024,HS007,HS029,HS001,HS030,HS025,HS028,HS008,HS014,HS022,HS003,HS017,HS016,HS018,HS011,HS009,HS013,HS012,HS020,HS026
767,20110018, ,3,HS005,HS021,HS009,HS020,HS030,HS003,HS018,HS026,HS001,HS013,HS011,HS002,HS025,HS022,HS004,HS014,HS012,HS017,HS024,HS008,HS023,HS015,HS006,HS007,HS010,HS016,HS019,HS027,HS028,HS029
768,20110019, ,2,HS019,HS009,HS001,HS014,HS007,HS002,HS003,HS004,HS005,HS006,HS008,HS010,HS011,HS012,HS013,HS015,HS016,HS017,HS018,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
769,20110020, ,2,HS009,HS025,HS008,HS017,HS001,HS027,HS024,HS010,HS022,HS006,HS028,HS011,HS016,HS007,HS026,HS013,HS030,HS003,HS023,HS020,HS005,HS012,HS014,HS004,HS002,HS015,HS018,HS019,HS021,HS029
770,20110021, ,1,HS019,HS027,HS015,HS030,HS016,HS025,HS006,HS008,HS014,HS003,HS026,HS021,HS009,HS012,HS001,HS002,HS004,HS005,HS007,HS010,HS011,HS013,HS017,HS018,HS020,HS022,HS023,HS024,HS028,HS029
771,20110022, ,3,HS019,HS030,HS013,HS014,HS001,HS015,HS002,HS023,HS029,HS006,HS017,HS003,HS004,HS005,HS007,HS008,HS009,HS010,HS011,HS012,HS016,HS018,HS020,HS021,HS022,HS024,HS025,HS026,HS027,HS028
772,20110023, ,1,HS024,HS004,HS009,HS005,HS017,HS021,HS014,HS001,HS002,HS003,HS006,HS007,HS008,HS010,HS011,HS012,HS013,HS015,HS016,HS018,HS019,HS020,HS022,HS023,HS025,HS026,HS027,HS028,HS029,HS030
773,20110024, ,1,HS023,HS010,HS008,HS024,HS014,HS027,HS029,HS012,HS006,HS003,HS005,HS025,HS028,HS011,HS022,HS017,HS001,HS002,HS004,HS007,HS009,HS013,HS015,HS016,HS018,HS019,HS020,HS021,HS026,HS030
774,20110025, ,2,HS023,HS010,HS015,HS021,HS006,HS001,HS005,HS029,HS019,HS003,HS028,HS018,HS002,HS004,HS007,HS008,HS009,HS011,HS012,HS013,HS014,HS016,HS017,HS020,HS022,HS024,HS025,HS026,HS027,HS030
775,20110026, ,1,HS013,HS021,HS007,HS003,HS005,HS018,HS008,HS025,HS020,HS028,HS002,HS019,HS030,HS014,HS024,HS009,HS012,HS027,HS010,HS015,HS011,HS004,HS016,HS023,HS001,HS022,HS026,HS006,HS017,HS029
776,20110027, ,2,HS007,HS017,HS003,HS001,HS002,HS004,HS005,HS006,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
777,20110028, ,1,HS015,HS002,HS014,HS008,HS010,HS023,HS024,HS016,HS005,HS022,HS012,HS025,HS021,HS030,HS027,HS019,HS001,HS003,HS004,HS006,HS007,HS009,HS011,HS013,HS017,HS018,HS020,HS026,HS028,HS029
778,20110029, ,1,HS017,HS009,HS005,HS008,HS016,HS022,HS027,HS018,HS001,HS028,HS013,HS014,HS012,HS010,HS004,HS003,HS002,HS006,HS007,HS011,HS015,HS019,HS020,HS021,HS023,HS024,HS025,HS026,HS029,HS030
779,20110030, ,1,HS003,HS030,HS025,HS026,HS012,HS027,HS011,HS017,HS002,HS018,HS001,HS013,HS028,HS015,HS021,HS023,HS005,HS010,HS006,HS004,HS007,HS008,HS009,HS014,HS016,HS019,HS020,HS022,HS024,HS029
780,20110031, ,2,HS025,HS007,HS024,HS023,HS011,HS012,HS010,HS001,HS030,HS003,HS029,HS015,HS005,HS017,HS028,HS026,HS004,HS021,HS027,HS018,HS019,HS022,HS014,HS013,HS020,HS002,HS006,HS008,HS009,HS016
781,20110032, ,2,HS007,HS015,HS014,HS001,HS021,HS002,HS028,HS013,HS025,HS016,HS010,HS003,HS004,HS005,HS006,HS008,HS009,HS011,HS012,HS017,HS018,HS019,HS020,HS022,HS023,HS024,HS026,HS027,HS029,HS030
782,20110033, ,2,HS002,HS020,HS022,HS027,HS008,HS018,HS012,HS023,HS004,HS019,HS025,HS026,HS003,HS016,HS028,HS001,HS005,HS006,HS007,HS009,HS010,HS011,HS013,HS014,HS015,HS017,HS021,HS024,HS029,HS030
783,20110034, ,3,HS011,HS022,HS023,HS007,HS016,HS003,HS008,HS020,HS010,HS012,HS004,HS015,HS021,HS026,HS014,HS002,HS009,HS017,HS019,HS013,HS024,HS028,HS001,HS005,HS006,HS018,HS025,HS027,HS029,HS030
784,20110035, ,1,HS017,HS011,HS010,HS016,HS029,HS022,HS028,HS021,HS019,HS020,HS030,HS025,HS004,HS001,HS006,HS005,HS024,HS026,HS002,HS003,HS007,HS008,HS009,HS012,HS013,HS014,HS015,HS018,HS023,HS027
785,20110036, ,3,HS011,HS015,HS005,HS013,HS006,HS027,HS001,HS022,HS010,HS004,HS002,HS003,HS007,HS008,HS009,HS012,HS014,HS016,HS017,HS018,HS019,HS020,HS021,HS023,HS024,HS025,HS026,HS028,HS029,HS030
786,20110037, ,3,HS027,HS016,HS021,HS022,HS026,HS009,HS007,HS019,HS010,HS012,HS001,HS002,HS003,HS004,HS005,HS006,HS008,HS011,HS013,HS014,HS015,HS017,HS018,HS020,HS023,HS024,HS025,HS028,HS029,HS030
787,20110038, ,2,HS029,HS025,HS002,HS030,HS026,HS021,HS013,HS009,HS015,HS020,HS007,HS006,HS001,HS005,HS017,HS003,HS004,HS008,HS010,HS011,HS012,HS014,HS016,HS018,HS019,HS022,HS023,HS024,HS027,HS028
788,20110039, ,3,HS008,HS007,HS016,HS015,HS006,HS024,HS025,HS020,HS018,HS019,HS003,HS010,HS029,HS012,HS009,HS002,HS005,HS027,HS028,HS004,HS023,HS021,HS026,HS011,HS017,HS030,HS013,HS001,HS014,HS022
789,20110040, ,2,HS003,HS025,HS001,HS002,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS026,HS027,HS028,HS029,HS030
790,20110041, ,1,HS014,HS015,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
791,20110042, ,3,HS020,HS001,HS028,HS010,HS017,HS019,HS023,HS003,HS002,HS005,HS022,HS024,HS012,HS029,HS006,HS013,HS025,HS027,HS007,HS008,HS021,HS004,HS009,HS011,HS014,HS015,HS016,HS018,HS026,HS030
792,20110043, ,2,HS012,HS020,HS009,HS019,HS018,HS007,HS029,HS005,HS006,HS001,HS024,HS010,HS004,HS016,HS008,HS025,HS023,HS015,HS027,HS002,HS026,HS013,HS014,HS017,HS011,HS021,HS030,HS028,HS022,HS003
793,20110044, ,1,HS003,HS005,HS014,HS018,HS010,HS017,HS011,HS026,HS008,HS001,HS002,HS004,HS006,HS007,HS009,HS012,HS013,HS015,HS016,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS027,HS028,HS029,HS030
794,20110045, ,1,HS013,HS023,HS027,HS005,HS010,HS011,HS001,HS002,HS003,HS004,HS006,HS007,HS008,HS009,HS012,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS024,HS025,HS026,HS028,HS029,HS030
795,20110046, ,1,HS015,HS020,HS017,HS004,HS005,HS019,HS013,HS022,HS009,HS024,HS018,HS003,HS027,HS014,HS021,HS016,HS010,HS028,HS029,HS012,HS001,HS002,HS006,HS007,HS008,HS011,HS023,HS025,HS026,HS030
796,20110047, ,3,HS022,HS014,HS009,HS016,HS013,HS027,HS030,HS006,HS029,HS001,HS012,HS017,HS026,HS023,HS021,HS007,HS002,HS020,HS018,HS010,HS024,HS005,HS028,HS015,HS004,HS011,HS025,HS008,HS003,HS019
797,20110048, ,2,HS023,HS024,HS010,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS025,HS026,HS027,HS028,HS029,HS030
798,20110049, ,2,HS021,HS015,HS005,HS017,HS028,HS029,HS012,HS002,HS022,HS013,HS014,HS004,HS016,HS006,HS003,HS027,HS009,HS024,HS026,HS001,HS007,HS008,HS010,HS011,HS018,HS019,HS020,HS023,HS025,HS030
799,20110050, ,2,HS020,HS003,HS012,HS014,HS023,HS022,HS006,HS010,HS016,HS028,HS027,HS021,HS001,HS002,HS004,HS005,HS007,HS008,HS009,HS011,HS013,HS015,HS017,HS018,HS019,HS024,HS025,HS026,HS029,HS030
800,20110051, ,3,HS007,HS004,HS027,HS028,HS002,HS003,HS022,HS011,HS018,HS024,HS010,HS016,HS020,HS005,HS017,HS021,HS012,HS026,HS019,HS014,HS001,HS029,HS006,HS008,HS009,HS013,HS015,HS023,HS025,HS030
801,20110052, ,3,HS022,HS030,HS023,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS024,HS025,HS026,HS027,HS028,HS029
802,20110053, ,1,HS001,HS016,HS022,HS004,HS002,HS021,HS014,HS028,HS009,HS024,HS007,HS027,HS003,HS005,HS006,HS008,HS010,HS011,HS012,HS013,HS015,HS017,HS018,HS019,HS020,HS023,HS025,HS026,HS029,HS030
803,20110054, ,3,HS001,HS026,HS007,HS006,HS005,HS022,HS016,HS011,HS018,HS030,HS002,HS013,HS014,HS004,HS020,HS025,HS012,HS017,HS008,HS003,HS009,HS010,HS015,HS019,HS021,HS023,HS024,HS027,HS028,HS029
804,20110055, ,3,HS026,HS028,HS029,HS007,HS019,HS023,HS009,HS027,HS021,HS024,HS002,HS006,HS011,HS018,HS010,HS030,HS017,HS003,HS004,HS001,HS005,HS008,HS012,HS013,HS014,HS015,HS016,HS020,HS022,HS025
805,20110056, ,1,HS005,HS012,HS014,HS004,HS015,HS020,HS019,HS027,HS003,HS006,HS011,HS023,HS017,HS026,HS002,HS007,HS030,HS010,HS021,HS022,HS009,HS029,HS028,HS024,HS013,HS018,HS008,HS001,HS016,HS025
806,20110057, ,3,HS018,HS010,HS026,HS021,HS005,HS008,HS019,HS012,HS030,HS029,HS014,HS006,HS022,HS004,HS028,HS011,HS009,HS024,HS003,HS013,HS001,HS027,HS023,HS016,HS007,HS002,HS015,HS017,HS020,HS025
807,20110058, ,1,HS004,HS011,HS023,HS025,HS001,HS002,HS003,HS005,HS006,HS007,HS008,HS009,HS010,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS024,HS026,HS027,HS028,HS029,HS030
808,20110059, ,1,HS008,HS025,HS030,HS019,HS017,HS027,HS024,HS015,HS020,HS009,HS023,HS028,HS021,HS002,HS016,HS013,HS022,HS011,HS001,HS003,HS004,HS005,HS006,HS007,HS010,HS012,HS014,HS018,HS026,HS029
809,20110060, ,2,HS027,HS006,HS010,HS022,HS008,HS029,HS023,HS004,HS020,HS009,HS016,HS007,HS012,HS001,HS002,HS003,HS005,HS011,HS013,HS014,HS015,HS017,HS018,HS019,HS021,HS024,HS025,HS026,HS028,HS030
810,20110061, ,2,HS012,HS014,HS027,HS016,HS011,HS023,HS013,HS026,HS025,HS030,HS004,HS001,HS029,HS021,HS006,HS002,HS008,HS010,HS005,HS020,HS022,HS024,HS003,HS007,HS009,HS015,HS017,HS018,HS019,HS028
811,20110062, ,3,HS011,HS002,HS027,HS003,HS004,HS007,HS012,HS024,HS018,HS006,HS009,HS016,HS014,HS028,HS017,HS001,HS022,HS005,HS026,HS008,HS010,HS013,HS015,HS019,HS020,HS021,HS023,HS025,HS029,HS030
812,20110063, ,2,HS003,HS012,HS030,HS025,HS022,HS027,HS023,HS029,HS010,HS019,HS005,HS017,HS009,HS006,HS013,HS015,HS002,HS028,HS018,HS020,HS024,HS008,HS007,HS001,HS004,HS011,HS014,HS016,HS021,HS026
813,20110064, ,3,HS011,HS027,HS012,HS024,HS029,HS014,HS003,HS015,HS001,HS008,HS025,HS005,HS013,HS028,HS017,HS007,HS023,HS002,HS004,HS006,HS009,HS010,HS016,HS018,HS019,HS020,HS021,HS022,HS026,HS030
814,20110065, ,2,HS013,HS016,HS020,HS008,HS022,HS002,HS017,HS009,HS010,HS005,HS015,HS025,HS003,HS007,HS018,HS006,HS001,HS004,HS011,HS012,HS014,HS019,HS021,HS023,HS024,HS026,HS027,HS028,HS029,HS030
815,20110066, ,2,HS008,HS013,HS024,HS014,HS026,HS005,HS002,HS004,HS029,HS030,HS012,HS021,HS015,HS018,HS010,HS001,HS003,HS006,HS007,HS009,HS011,HS016,HS017,HS019,HS020,HS022,HS023,HS025,HS027,HS028
816,20110067, ,1,HS022,HS006,HS012,HS030,HS002,HS029,HS020,HS014,HS009,HS023,HS018,HS008,HS005,HS013,HS026,HS027,HS024,HS028,HS019,HS003,HS001,HS004,HS016,HS007,HS025,HS011,HS010,HS015,HS017,HS021
817,20110068, ,2,HS026,HS016,HS028,HS002,HS021,HS018,HS007,HS001,HS003,HS004,HS005,HS006,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS017,HS019,HS020,HS022,HS023,HS024,HS025,HS027,HS029,HS030
818,20110069, ,1,HS001,HS011,HS030,HS025,HS026,HS023,HS018,HS029,HS013,HS014,HS024,HS008,HS010,HS019,HS003,HS007,HS017,HS015,HS027,HS022,HS021,HS005,HS020,HS012,HS009,HS004,HS006,HS028,HS016,HS002
819,20110070, ,1,HS010,HS013,HS030,HS022,HS027,HS015,HS008,HS007,HS025,HS023,HS014,HS001,HS002,HS003,HS004,HS005,HS006,HS009,HS011,HS012,HS016,HS017,HS018,HS019,HS020,HS021,HS024,HS026,HS028,HS029
820,20110071, ,1,HS010,HS025,HS007,HS012,HS020,HS022,HS027,HS018,HS001,HS002,HS003,HS004,HS005,HS006,HS008,HS009,HS011,HS013,HS014,HS015,HS016,HS017,HS019,HS021,HS023,HS024,HS026,HS028,HS029,HS030
821,20110072, ,2,HS023,HS012,HS022,HS020,HS004,HS001,HS027,HS005,HS030,HS024,HS026,HS014,HS002,HS003,HS006,HS007,HS008,HS009,HS010,HS011,HS013,HS015,HS016,HS017,HS018,HS019,HS021,HS025,HS028,HS029
822,20110073, ,3,HS002,HS019,HS012,HS009,HS010,HS017,HS022,HS021,HS006,HS011,HS027,HS008,HS025,HS001,HS020,HS003,HS026,HS015,HS018,HS030,HS016,HS004,HS005,HS007,HS013,HS014,HS023,HS024,HS028,HS029
823,20110074, ,3,HS024,HS007,HS017,HS008,HS028,HS002,HS014,HS018,HS011,HS020,HS022,HS027,HS029,HS003,HS001,HS004,HS005,HS006,HS009,HS010,HS012,HS013,HS015,HS016,HS019,HS021,HS023,HS025,HS026,HS030
824,20110075, ,1,HS005,HS025,HS020,HS001,HS006,HS014,HS028,HS008,HS010,HS011,HS012,HS027,HS030,HS029,HS017,HS002,HS018,HS013,HS019,HS023,HS024,HS016,HS003,HS015,HS007,HS022,HS026,HS021,HS004,HS009
825,20110076, ,1,HS027,HS008,HS015,HS002,HS006,HS025,HS021,HS029,HS012,HS016,HS014,HS024,HS001,HS003,HS004,HS005,HS007,HS009,HS010,HS011,HS013,HS017,HS018,HS019,HS020,HS022,HS023,HS026,HS028,HS030
826,20110077, ,3,HS018,HS009,HS010,HS022,HS011,HS029,HS017,HS024,HS006,HS007,HS008,HS025,HS001,HS002,HS003,HS004,HS005,HS012,HS013,HS014,HS015,HS016,HS019,HS020,HS021,HS023,HS026,HS027,HS028,HS030
827,20110078, ,2,HS018,HS027,HS008,HS003,HS030,HS029,HS020,HS012,HS004,HS005,HS025,HS006,HS002,HS016,HS019,HS001,HS021,HS010,HS014,HS023,HS024,HS028,HS007,HS009,HS011,HS013,HS015,HS017,HS022,HS026
828,20110079, ,2,HS017,HS020,HS029,HS001,HS003,HS023,HS004,HS007,HS008,HS027,HS006,HS021,HS009,HS011,HS013,HS030,HS002,HS028,HS012,HS016,HS005,HS010,HS026,HS014,HS025,HS022,HS015,HS019,HS024,HS018
829,20110080, ,2,HS027,HS020,HS012,HS028,HS025,HS001,HS019,HS010,HS018,HS014,HS013,HS022,HS005,HS004,HS016,HS009,HS021,HS002,HS024,HS003,HS006,HS007,HS008,HS011,HS015,HS017,HS023,HS026,HS029,HS030
830,20110081, ,3,HS013,HS001,HS003,HS028,HS018,HS007,HS023,HS005,HS029,HS014,HS026,HS024,HS006,HS011,HS002,HS015,HS009,HS008,HS027,HS004,HS020,HS021,HS030,HS022,HS012,HS025,HS010,HS019,HS016,HS017
831,20110082, ,2,HS023,HS002,HS007,HS019,HS013,HS016,HS026,HS018,HS003,HS021,HS030,HS008,HS024,HS022,HS004,HS001,HS025,HS014,HS012,HS017,HS010,HS028,HS009,HS027,HS005,HS006,HS011,HS015,HS020,HS029
832,20110083, ,3,HS007,HS001,HS002,HS003,HS004,HS005,HS006,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
833,20110084, ,3,HS017,HS012,HS001,HS009,HS010,HS022,HS004,HS029,HS023,HS006,HS007,HS003,HS027,HS021,HS005,HS025,HS002,HS008,HS011,HS013,HS014,HS015,HS016,HS018,HS019,HS020,HS024,HS026,HS028,HS030
834,20110085, ,3,HS025,HS026,HS004,HS003,HS016,HS014,HS029,HS005,HS006,HS012,HS013,HS030,HS022,HS015,HS009,HS019,HS028,HS002,HS001,HS007,HS008,HS023,HS010,HS011,HS017,HS018,HS020,HS021,HS024,HS027
835,20110086, ,1,HS020,HS012,HS027,HS026,HS016,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS013,HS014,HS015,HS017,HS018,HS019,HS021,HS022,HS023,HS024,HS025,HS028,HS029,HS030
836,20110087, ,1,HS022,HS018,HS008,HS029,HS012,HS027,HS025,HS016,HS002,HS021,HS017,HS030,HS019,HS014,HS024,HS001,HS003,HS004,HS005,HS006,HS007,HS009,HS010,HS011,HS013,HS015,HS020,HS023,HS026,HS028
837,20110088, ,2,HS030,HS005,HS016,HS027,HS007,HS012,HS023,HS017,HS002,HS009,HS008,HS013,HS024,HS014,HS004,HS001,HS029,HS010,HS015,HS011,HS003,HS026,HS019,HS018,HS020,HS006,HS021,HS022,HS025,HS028
838,20110089, ,3,HS002,HS001,HS013,HS023,HS004,HS018,HS015,HS003,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS014,HS016,HS017,HS019,HS020,HS021,HS022,HS024,HS025,HS026,HS027,HS028,HS029,HS030
839,20110090, ,3,HS013,HS004,HS002,HS006,HS022,HS011,HS001,HS003,HS005,HS007,HS008,HS009,HS010,HS012,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
840,20110091, ,1,HS002,HS001,HS023,HS017,HS019,HS030,HS021,HS020,HS005,HS016,HS004,HS015,HS024,HS013,HS009,HS026,HS003,HS006,HS007,HS008,HS010,HS011,HS012,HS014,HS018,HS022,HS025,HS027,HS028,HS029
841,20110092, ,1,HS003,HS025,HS022,HS024,HS029,HS007,HS023,HS001,HS002,HS004,HS005,HS006,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS026,HS027,HS028,HS030
842,20110093, ,3,HS009,HS010,HS022,HS021,HS014,HS008,HS030,HS015,HS019,HS020,HS011,HS017,HS027,HS023,HS005,HS001,HS013,HS002,HS003,HS004,HS006,HS007,HS012,HS016,HS018,HS024,HS025,HS026,HS028,HS029
843,20110094, ,3,HS018,HS011,HS030,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS012,HS013,HS014,HS015,HS016,HS017,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029
844,20110095, ,2,HS014,HS013,HS008,HS029,HS003,HS009,HS002,HS020,HS028,HS004,HS018,HS001,HS030,HS027,HS012,HS026,HS025,HS022,HS016,HS024,HS017,HS005,HS015,HS007,HS006,HS010,HS011,HS019,HS021,HS023
845,20110096, ,2,HS005,HS029,HS014,HS018,HS015,HS027,HS026,HS010,HS030,HS007,HS017,HS028,HS024,HS012,HS013,HS020,HS009,HS016,HS006,HS004,HS011,HS025,HS008,HS001,HS002,HS003,HS019,HS021,HS022,HS023
846,20110097, ,1,HS001,HS015,HS027,HS009,HS007,HS022,HS002,HS003,HS021,HS028,HS014,HS006,HS011,HS017,HS030,HS012,HS004,HS023,HS020,HS005,HS008,HS010,HS013,HS016,HS018,HS019,HS024,HS025,HS026,HS029
847,20110098, ,3,HS028,HS024,HS012,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS025,HS026,HS027,HS029,HS030
848,20110099, ,2,HS005,HS029,HS016,HS003,HS024,HS001,HS002,HS004,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS025,HS026,HS027,HS028,HS030
849,20110100, ,1,HS022,HS005,HS008,HS027,HS023,HS002,HS014,HS025,HS010,HS009,HS001,HS018,HS024,HS015,HS011,HS028,HS026,HS012,HS003,HS004,HS006,HS007,HS013,HS016,HS017,HS019,HS020,HS021,HS029,HS030
850,20110101, ,1,HS013,HS011,HS018,HS022,HS002,HS026,HS004,HS021,HS014,HS016,HS027,HS017,HS030,HS001,HS009,HS008,HS024,HS006,HS012,HS025,HS010,HS028,HS020,HS005,HS003,HS029,HS023,HS007,HS015,HS019
851,20110102, ,1,HS022,HS006,HS019,HS008,HS010,HS015,HS011,HS024,HS013,HS029,HS026,HS004,HS007,HS025,HS014,HS001,HS002,HS003,HS005,HS009,HS012,HS016,HS017,HS018,HS020,HS021,HS023,HS027,HS028,HS030
852,20110103, ,1,HS017,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS011,HS012,HS013,HS014,HS015,HS016,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
853,20110104, ,2,HS011,HS001,HS002,HS003,HS004,HS005,HS006,HS007,HS008,HS009,HS010,HS012,HS013,HS014,HS015,HS016,HS017,HS018,HS019,HS020,HS021,HS022,HS023,HS024,HS025,HS026,HS027,HS028,HS029,HS030
854,20110105, ,3,HS028,HS016,HS003,HS005,HS001,HS022,HS015,HS012,HS004,HS018,HS025,HS030,HS006,HS021,HS008,HS009,HS027,HS029,HS007,HS011,HS010,HS017,HS020,HS014,HS002,HS023,HS026,HS013,HS024,HS019
855,20110106, ,2,HS017,HS012,HS027,HS005,HS025,HS007,HS022,HS013,HS014,HS028,HS026,HS001,HS002,HS003,HS004,HS006,HS008,HS009,HS010,HS011,HS015,HS016,HS018,HS019,HS020,HS021,HS023,HS024,HS029,HS030
